기업명,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
메카로(2022/12),540.0,26.0,26.0,31.0,437.0,437.0,,2182.0,260.0,1922.0,1917.0,5.0,51.0,49.0,808.0,-18.0,216.0,-167.0,15.0,4.73,80.93,25.72,22.92,13.54,3705.28,4287.0,2.52,19540.0,0.55,455.0,4.21,10.22,10192640.0
메카로(2023/12),386.0,-76.0,-76.0,-31.0,-24.0,-24.0,,1962.0,101.0,1862.0,1854.0,7.0,51.0,-95.0,-916.0,-57.0,347.0,-441.0,18.0,-19.76,-6.11,-1.25,-1.14,5.42,3561.91,-231.0,,18831.0,0.48,0.0,0.0,0.0,10192640.0
메카로(2024/12),629.0,41.0,41.0,91.0,55.0,55.0,,2076.0,151.0,1925.0,1917.0,8.0,51.0,97.0,186.0,-10.0,218.0,-122.0,12.0,6.55,8.77,2.93,2.73,7.85,3673.31,541.0,15.41,19466.0,0.43,150.0,1.8,26.78,10192640.0
메카로(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
메카로(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
메카로(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제이티(2020/12),446.0,53.0,53.0,47.0,52.0,52.0,,545.0,225.0,320.0,320.0,,52.0,38.0,-6.0,26.0,3.0,35.0,166.0,11.92,11.67,17.73,9.33,70.36,595.2,505.0,25.67,3189.0,4.06,0.0,0.0,0.0,10315513.0
제이티(2021/12),656.0,112.0,112.0,125.0,139.0,139.0,,765.0,305.0,461.0,461.0,,52.0,180.0,-112.0,16.0,9.0,171.0,182.0,17.05,21.19,35.65,21.23,66.18,864.94,1349.0,7.86,4591.0,2.31,0.0,0.0,0.0,10315513.0
제이티(2022/12),819.0,151.0,151.0,170.0,150.0,150.0,,808.0,262.0,546.0,546.0,,52.0,125.0,-63.0,-124.0,14.0,111.0,129.0,18.41,18.37,29.88,19.11,48.05,1156.53,1458.0,4.67,5960.0,1.14,0.0,0.0,0.0,10315513.0
제이티(2023/12),472.0,30.0,30.0,55.0,55.0,55.0,,895.0,297.0,598.0,598.0,,52.0,-38.0,-142.0,28.0,34.0,-71.0,163.0,6.28,11.65,9.6,6.45,49.66,1263.01,532.0,16.06,6552.0,1.3,0.0,0.0,0.0,10315513.0
제이티(2024/12),495.0,6.0,6.0,42.0,42.0,42.0,0.0,912.0,264.0,647.0,641.0,6.0,52.0,165.0,-17.0,-3.0,3.0,161.0,166.0,1.29,8.43,6.75,4.62,40.88,1344.39,405.0,8.87,7014.0,0.51,,,,10315513.0
제이티(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제이티(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제이티(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
케이엔제이(2020/12),426.0,26.0,26.0,-63.0,-50.0,-50.0,,727.0,508.0,219.0,219.0,,32.0,49.0,-137.0,121.0,45.0,4.0,426.0,6.09,-11.67,-20.41,-7.58,231.85,614.82,-787.0,,3451.0,4.09,0.0,0.0,0.0,6345432.0
케이엔제이(2021/12),465.0,44.0,44.0,52.0,55.0,55.0,,937.0,500.0,437.0,437.0,,40.0,116.0,-268.0,155.0,258.0,-142.0,421.0,9.44,11.88,16.83,6.64,114.34,1017.32,771.0,22.24,5518.0,3.11,0.0,0.0,0.0,7925395.0
케이엔제이(2022/12),623.0,133.0,133.0,121.0,100.0,100.0,,1081.0,543.0,538.0,538.0,,40.0,106.0,-93.0,38.0,94.0,12.0,463.0,21.32,15.97,20.42,9.86,100.99,1270.86,1255.0,10.24,6769.0,1.9,0.0,0.0,0.0,7945395.0
케이엔제이(2023/12),474.0,105.0,105.0,91.0,108.0,108.0,,1264.0,613.0,651.0,651.0,,40.0,128.0,-83.0,0.0,53.0,75.0,469.0,22.12,22.72,18.1,9.18,94.07,1528.31,1354.0,14.28,8182.0,2.36,0.0,0.0,0.0,7960395.0
케이엔제이(2024/12),622.0,141.0,141.0,166.0,108.0,108.0,,1568.0,856.0,711.0,711.0,,40.0,176.0,-319.0,117.0,123.0,53.0,616.0,22.74,17.31,15.81,7.61,120.36,1788.14,1349.0,10.05,9126.0,1.48,,,,8005395.0
케이엔제이(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
케이엔제이(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
케이엔제이(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엔시트론(2020/12),108.0,-29.0,-29.0,-69.0,-69.0,-69.0,0.0,288.0,114.0,174.0,174.0,,161.0,-17.0,50.0,19.0,12.0,-29.0,99.0,-26.59,-63.93,-41.45,-21.57,65.31,24.22,-246.0,,539.0,1.61,0.0,0.0,0.0,32295909.0
엔시트론(2021/12),158.0,7.0,7.0,-8.0,-8.0,-8.0,,351.0,152.0,199.0,199.0,,161.0,-5.0,43.0,60.0,2.0,-7.0,139.0,4.13,-5.32,-4.51,-2.63,76.61,39.82,-26.0,,615.0,2.1,0.0,0.0,0.0,32295909.0
엔시트론(2022/12),248.0,-2.0,-2.0,-3.0,-2.0,-2.0,0.0,372.0,81.0,291.0,290.0,1.0,236.0,-35.0,-95.0,24.0,1.0,-36.0,65.0,-0.71,-0.88,-0.78,-0.6,27.93,35.68,-4.0,,614.0,1.15,0.0,0.0,0.0,47203978.0
엔시트론(2023/12),359.0,4.0,4.0,11.0,11.0,11.0,0.0,459.0,84.0,375.0,374.0,1.0,296.0,30.0,103.0,57.0,8.0,21.0,52.0,1.17,2.98,3.25,2.57,22.44,35.83,19.0,32.31,631.0,0.99,0.0,0.0,0.0,59186224.0
엔시트론(2024/12),363.0,-25.0,-25.0,-24.0,-21.0,-18.0,-3.0,485.0,93.0,392.0,381.0,11.0,311.0,-11.0,-128.0,20.0,8.0,-19.0,28.0,-6.77,-5.7,-4.64,-4.39,23.66,28.98,-29.0,,612.0,0.65,,,,62162413.0
엔시트론(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엔시트론(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엔시트론(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
티에프이(2020/12),495.0,78.0,78.0,57.0,49.0,49.0,,356.0,148.0,208.0,208.0,,9.0,78.0,-40.0,-2.0,45.0,33.0,108.0,15.82,9.81,26.2,14.59,71.44,2262.97,540.0,,2310.0,0.0,33.0,,6.18,9000000.0
티에프이(2021/12),720.0,109.0,109.0,120.0,98.0,98.0,1.0,550.0,252.0,299.0,299.0,,9.0,108.0,-23.0,-15.0,22.0,86.0,116.0,15.14,13.68,38.59,20.4,84.22,3228.52,1086.0,,3320.0,0.0,7.0,,3.13,9000000.0
티에프이(2022/12),637.0,65.0,65.0,68.0,67.0,67.0,,829.0,223.0,606.0,606.0,,11.0,36.0,-319.0,231.0,52.0,-16.0,109.0,10.22,10.54,14.86,9.75,36.8,5251.68,720.0,10.88,5323.0,1.47,,,0.0,11381000.0
티에프이(2023/12),803.0,92.0,92.0,114.0,111.0,111.0,,914.0,202.0,712.0,712.0,,11.0,162.0,153.0,-36.0,104.0,58.0,80.0,11.48,13.83,16.86,12.75,28.37,6227.93,976.0,36.88,6259.0,5.75,,,0.0,11381000.0
티에프이(2024/12),736.0,44.0,44.0,4.0,15.0,15.0,,1267.0,483.0,784.0,784.0,,11.0,45.0,-517.0,251.0,174.0,-129.0,330.0,5.96,1.97,1.94,1.33,61.62,7285.28,128.0,126.63,7104.0,2.27,,,,11381000.0
티에프이(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
티에프이(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
티에프이(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕산하이메탈(2020/12),552.0,64.0,64.0,213.0,153.0,153.0,0.0,2300.0,151.0,2149.0,2172.0,-23.0,45.0,78.0,-147.0,-2.0,96.0,-18.0,17.0,11.54,27.64,7.28,6.94,7.03,7002.62,336.0,19.04,5091.0,1.26,0.0,0.0,0.0,45437002.0
덕산하이메탈(2021/12),927.0,60.0,60.0,371.0,317.0,319.0,-1.0,3237.0,512.0,2724.0,2619.0,105.0,45.0,-137.0,-270.0,275.0,50.0,-187.0,196.0,6.46,34.23,13.3,11.46,18.81,7866.98,701.0,14.65,5945.0,1.73,0.0,0.0,0.0,45437002.0
덕산하이메탈(2022/12),1644.0,-37.0,-37.0,27.0,61.0,61.0,0.0,3635.0,594.0,3041.0,2944.0,97.0,91.0,38.0,-116.0,230.0,107.0,-69.0,208.0,-2.27,3.71,2.19,1.78,19.54,4123.93,134.0,35.74,6480.0,0.74,,,0.0,45437002.0
덕산하이메탈(2023/12),1445.0,-110.0,-110.0,-137.0,33.0,57.0,-23.0,7511.0,3295.0,4216.0,2894.0,1322.0,91.0,53.0,-2968.0,3135.0,106.0,-53.0,2504.0,-7.59,2.3,1.94,0.6,78.15,4069.21,125.0,57.48,6369.0,1.12,,,0.0,45437002.0
덕산하이메탈(2024/12),2359.0,186.0,186.0,427.0,313.0,204.0,109.0,8185.0,3636.0,4549.0,3134.0,1415.0,91.0,138.0,-320.0,314.0,209.0,-71.0,2871.0,7.9,13.27,6.76,3.99,79.95,4280.4,449.0,8.58,6897.0,0.56,,,,45437002.0
덕산하이메탈(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕산하이메탈(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕산하이메탈(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APS(2020/12),253.0,-109.0,-109.0,-375.0,-423.0,-421.0,-2.0,2713.0,1078.0,1636.0,1638.0,-2.0,109.0,-84.0,27.0,200.0,224.0,-308.0,854.0,-42.91,-166.9,-22.23,-14.87,65.87,7830.72,-2063.0,,8903.0,0.92,0.0,0.0,0.0,20394221.0
APS(2021/12),394.0,-40.0,-40.0,298.0,236.0,217.0,19.0,3371.0,1498.0,1873.0,1856.0,17.0,109.0,-16.0,-59.0,348.0,34.0,-49.0,1158.0,-10.06,59.84,12.41,7.75,80.0,8031.42,1063.0,13.97,10088.0,1.47,100.0,0.67,8.48,20394221.0
APS(2022/12),408.0,-153.0,-153.0,62.0,64.0,92.0,-28.0,3676.0,1550.0,2126.0,1978.0,148.0,109.0,-129.0,-16.0,-44.0,137.0,-265.0,1226.0,-37.41,15.66,4.81,1.81,72.92,8090.4,452.0,34.83,10864.0,1.45,0.0,0.0,0.0,20394221.0
APS(2023/12),410.0,-186.0,-186.0,211.0,140.0,128.0,13.0,3664.0,1417.0,2247.0,2100.0,146.0,109.0,-121.0,129.0,-153.0,78.0,-199.0,909.0,-45.32,34.21,6.27,3.83,63.08,8221.49,627.0,10.69,11683.0,0.57,0.0,0.0,0.0,20394221.0
APS(2024/12),940.0,-226.0,-226.0,-39.0,-34.0,-13.0,-21.0,4132.0,1875.0,2257.0,2001.0,256.0,109.0,-113.0,476.0,-4.0,15.0,-128.0,1333.0,-24.09,-3.67,-0.65,-0.88,83.07,8163.42,-66.0,,11326.0,0.46,,,,19894221.0
APS(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APS(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APS(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해성디에스(2020/12),4587.0,435.0,435.0,378.0,300.0,300.0,,3832.0,1514.0,2318.0,2318.0,,850.0,444.0,-388.0,98.0,368.0,76.0,860.0,9.49,6.54,13.62,8.45,65.29,172.75,1764.0,13.83,13638.0,1.79,450.0,1.84,25.51,17000000.0
해성디에스(2021/12),6554.0,863.0,863.0,895.0,711.0,713.0,-2.0,4749.0,1806.0,2943.0,2943.0,,850.0,571.0,-335.0,-178.0,276.0,295.0,779.0,13.17,10.84,27.09,16.56,61.37,246.25,4192.0,11.65,17313.0,2.82,600.0,1.23,14.31,17000000.0
해성디에스(2022/12),8394.0,2044.0,2044.0,2053.0,1594.0,1594.0,,6596.0,2123.0,4473.0,4473.0,,850.0,1969.0,-1225.0,-273.0,781.0,1187.0,757.0,24.35,18.99,42.99,28.1,47.47,426.24,9376.0,3.82,26311.0,1.36,900.0,2.51,9.6,17000000.0
해성디에스(2023/12),6722.0,1025.0,1025.0,1059.0,844.0,844.0,,6887.0,1737.0,5150.0,5150.0,,850.0,1431.0,-678.0,-113.0,939.0,492.0,800.0,15.25,12.56,17.55,12.52,33.72,505.62,4966.0,11.16,30297.0,1.83,900.0,1.62,18.12,17000000.0
해성디에스(2024/12),6030.0,569.0,569.0,670.0,587.0,587.0,,7942.0,2379.0,5563.0,5563.0,,850.0,606.0,-1438.0,271.0,1487.0,-881.0,1274.0,9.43,9.73,10.96,7.92,42.77,553.84,3453.0,6.78,32722.0,0.72,800.0,3.42,23.17,17000000.0
해성디에스(2025/12)(예측),6382.0,638.0,,693.0,576.0,576.0,,7784.0,1778.0,6006.0,6006.0,,850.0,1074.0,-947.0,-200.0,867.0,272.0,,10.0,9.03,9.97,7.33,29.6,,3391.0,7.2,35330.0,0.69,894.0,3.66,26.36,
해성디에스(2026/12)(예측),7118.0,878.0,,946.0,787.0,787.0,,8482.0,1827.0,6656.0,6656.0,,850.0,1222.0,-781.0,-211.0,653.0,752.0,,12.34,11.06,12.44,9.68,27.45,,4631.0,5.27,39155.0,0.62,914.0,3.75,19.74,
해성디에스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두산테스나(2020/12),1325.0,306.0,306.0,253.0,372.0,372.0,,4561.0,2323.0,2238.0,2238.0,,85.0,698.0,-1775.0,269.0,1981.0,-1284.0,1744.0,23.06,28.09,19.23,9.32,103.78,2478.93,2248.0,25.0,13173.0,4.27,130.0,0.23,5.93,14759577.0
두산테스나(2021/12),2076.0,541.0,541.0,517.0,472.0,472.0,,5335.0,2711.0,2624.0,2624.0,,85.0,1341.0,-1131.0,-29.0,1133.0,208.0,2077.0,26.04,22.72,19.4,9.53,103.31,2990.64,2761.0,18.09,15444.0,3.23,160.0,0.32,6.55,14759577.0
두산테스나(2022/12),2777.0,672.0,672.0,611.0,523.0,523.0,,7670.0,4572.0,3098.0,3098.0,,85.0,1682.0,-2587.0,950.0,2567.0,-884.0,3369.0,24.19,18.85,18.29,8.05,147.56,3593.83,3064.0,8.98,18235.0,1.51,160.0,0.58,5.19,14759577.0
두산테스나(2023/12),3387.0,608.0,608.0,448.0,491.0,491.0,,7631.0,3595.0,4036.0,4036.0,,97.0,2105.0,-1744.0,-23.0,1718.0,387.0,3195.0,17.95,14.49,13.76,6.42,89.06,4084.52,2839.0,20.64,20981.0,2.79,160.0,0.27,6.27,17006566.0
두산테스나(2024/12),3731.0,379.0,379.0,299.0,368.0,368.0,,7877.0,3500.0,4377.0,4377.0,,97.0,2192.0,-1724.0,-608.0,1832.0,360.0,3197.0,10.16,9.86,,,79.98,4437.78,1903.0,13.14,22749.0,1.1,160.0,0.64,8.37,19327238.0
두산테스나(2025/12)(예측),3513.0,305.0,,270.0,235.0,235.0,,7407.0,2783.0,4624.0,4624.0,,97.0,2319.0,-1614.0,-757.0,1411.0,953.0,,8.68,6.69,5.22,3.08,60.19,,1216.0,19.99,24035.0,1.01,160.0,0.66,13.16,
두산테스나(2026/12)(예측),4231.0,748.0,,712.0,620.0,620.0,,7407.0,2379.0,5028.0,5028.0,,97.0,2515.0,-2046.0,-435.0,2021.0,531.0,,17.68,14.67,12.86,8.38,47.32,,3210.0,7.57,26135.0,0.93,160.0,0.66,4.98,
두산테스나(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
씨앤지하이테크(2020/12),1192.0,119.0,119.0,116.0,98.0,98.0,,847.0,119.0,728.0,728.0,,42.0,49.0,-98.0,-37.0,32.0,17.0,3.0,10.01,8.18,13.91,11.74,16.4,1650.88,1138.0,12.01,8802.0,1.57,343.0,2.51,29.1,8568760.0
씨앤지하이테크(2021/12),1014.0,73.0,73.0,73.0,50.0,50.0,,1394.0,621.0,772.0,772.0,,42.0,-204.0,-70.0,170.0,16.0,-220.0,145.0,7.22,4.91,6.64,4.44,80.43,1702.04,581.0,23.54,9341.0,1.48,147.0,1.08,24.43,8568760.0
씨앤지하이테크(2022/12),1928.0,254.0,254.0,209.0,169.0,169.0,,1547.0,613.0,934.0,934.0,,43.0,266.0,-366.0,20.0,101.0,165.0,192.0,13.19,8.74,,,65.69,2061.04,1966.0,5.92,11195.0,1.05,495.0,4.25,24.47,8639439.0
씨앤지하이테크(2023/12),1667.0,127.0,127.0,146.0,128.0,128.0,,1603.0,493.0,1110.0,1110.0,,46.0,268.0,-70.0,-35.0,158.0,110.0,146.0,7.64,7.7,12.56,8.15,44.42,2302.36,1441.0,8.74,12324.0,1.02,396.0,3.15,28.1,9307391.0
씨앤지하이테크(2024/12),1512.0,129.0,129.0,94.0,69.0,69.0,,1892.0,685.0,1207.0,1207.0,,48.0,8.0,-150.0,84.0,50.0,-42.0,238.0,8.56,4.55,5.94,3.94,56.76,2412.3,716.0,13.01,12811.0,0.73,99.0,1.06,13.55,9721172.0
씨앤지하이테크(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
씨앤지하이테크(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
씨앤지하이테크(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와이씨(2020/12),1719.0,248.0,248.0,224.0,205.0,180.0,25.0,2718.0,572.0,2146.0,2045.0,101.0,81.0,167.0,49.0,407.0,30.0,136.0,242.0,14.45,11.9,12.0,8.74,26.65,2371.7,258.0,24.24,2547.0,2.45,0.0,0.0,0.0,80757657.0
와이씨(2021/12),3113.0,546.0,546.0,560.0,509.0,450.0,60.0,4599.0,1210.0,3389.0,2803.0,585.0,82.0,505.0,-1740.0,1076.0,764.0,-259.0,560.0,17.55,16.36,18.55,13.92,35.71,2937.6,550.0,11.28,3447.0,1.8,0.0,0.0,0.0,82045350.0
와이씨(2022/12),2853.0,364.0,364.0,386.0,344.0,261.0,82.0,5191.0,1645.0,3546.0,2938.0,608.0,82.0,300.0,-862.0,133.0,177.0,124.0,784.0,12.76,12.04,9.1,7.02,46.38,3258.64,318.0,8.81,3663.0,0.77,,,0.0,82045350.0
와이씨(2023/12),2552.0,86.0,86.0,167.0,129.0,135.0,-6.0,4803.0,1145.0,3658.0,3091.0,567.0,82.0,241.0,-280.0,18.0,833.0,-592.0,847.0,3.36,5.05,4.49,2.58,31.29,3420.65,165.0,30.23,3853.0,1.29,,,0.0,82045350.0
와이씨(2024/12),2112.0,106.0,106.0,163.0,129.0,110.0,19.0,5769.0,1586.0,4182.0,3254.0,928.0,82.0,-236.0,-386.0,596.0,268.0,-503.0,1052.0,5.02,6.12,3.48,2.44,37.93,3553.54,134.0,75.95,4054.0,2.52,,,,82045350.0
와이씨(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와이씨(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와이씨(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월덱스(2020/12),1557.0,358.0,358.0,260.0,218.0,218.0,0.0,1703.0,615.0,1088.0,1090.0,-2.0,83.0,246.0,-42.0,-16.0,49.0,197.0,449.0,22.99,13.99,21.96,13.62,56.54,1269.62,1321.0,13.32,6600.0,2.67,70.0,0.4,5.3,16510993.0
월덱스(2021/12),1901.0,403.0,403.0,426.0,334.0,335.0,0.0,2119.0,685.0,1434.0,1436.0,-2.0,83.0,262.0,-242.0,-28.0,241.0,21.0,466.0,21.2,17.59,26.48,17.5,47.74,1652.73,2026.0,14.14,8700.0,3.29,60.0,0.21,2.96,16510993.0
월덱스(2022/12),2559.0,507.0,507.0,498.0,415.0,415.0,0.0,2618.0,759.0,1859.0,1861.0,-2.0,83.0,223.0,-300.0,4.0,300.0,-77.0,501.0,19.81,16.21,25.17,17.52,40.83,2140.95,2514.0,7.4,11274.0,1.65,50.0,0.27,1.99,16510993.0
월덱스(2023/12),2881.0,648.0,648.0,668.0,538.0,538.0,,3137.0,742.0,2395.0,2395.0,,83.0,829.0,-115.0,-33.0,107.0,722.0,485.0,22.5,18.69,25.3,18.71,30.98,2779.62,3261.0,7.85,14506.0,1.76,60.0,0.23,1.84,16510993.0
월덱스(2024/12),3068.0,703.0,703.0,875.0,650.0,650.0,,3918.0,843.0,3075.0,3075.0,,83.0,350.0,-51.0,-44.0,58.0,292.0,474.0,22.92,21.2,23.78,18.44,27.42,3538.04,3939.0,4.3,18623.0,0.91,60.0,0.35,1.52,16510993.0
월덱스(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월덱스(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월덱스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
퓨릿(2020/12),690.0,52.0,52.0,48.0,48.0,48.0,,417.0,241.0,176.0,176.0,,69.0,101.0,-63.0,-39.0,63.0,38.0,130.0,7.5,6.97,31.72,12.55,137.46,154.58,349.0,,1273.0,0.0,0.0,,0.0,13788730.0
퓨릿(2021/12),1067.0,100.0,100.0,97.0,74.0,74.0,,568.0,305.0,263.0,263.0,,69.0,11.0,-65.0,81.0,64.0,-53.0,213.0,9.37,6.98,33.98,15.13,116.03,280.33,540.0,,1906.0,0.0,0.0,,0.0,13788730.0
퓨릿(2022/12),1374.0,143.0,143.0,140.0,116.0,116.0,,647.0,260.0,387.0,387.0,,69.0,175.0,-77.0,-87.0,76.0,100.0,125.0,10.4,8.41,35.55,19.02,67.06,449.34,838.0,,2808.0,0.0,0.0,,0.0,13788730.0
퓨릿(2023/12),1205.0,128.0,128.0,128.0,121.0,121.0,,992.0,159.0,833.0,833.0,,84.0,128.0,-380.0,265.0,200.0,-73.0,81.0,10.66,10.04,19.82,14.75,19.13,864.32,836.0,13.04,4965.0,2.2,50.0,0.46,6.94,16769188.0
퓨릿(2024/12),1225.0,140.0,140.0,143.0,118.0,118.0,,1039.0,106.0,933.0,933.0,,84.0,149.0,31.0,-89.0,148.0,1.0,1.0,11.39,9.65,13.39,11.64,11.4,991.51,705.0,7.5,5562.0,0.95,120.0,2.27,17.02,16769188.0
퓨릿(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
퓨릿(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
퓨릿(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
젬백스(2020/12),657.0,14.0,14.0,16.0,16.0,16.0,,1588.0,236.0,1352.0,1352.0,,198.0,140.0,-213.0,30.0,104.0,36.0,147.0,2.19,2.49,1.44,1.02,17.45,605.63,42.0,574.76,3425.0,6.98,0.0,0.0,0.0,39597304.0
젬백스(2021/12),604.0,-36.0,-36.0,121.0,121.0,121.0,,1723.0,184.0,1540.0,1540.0,,199.0,-35.0,-281.0,-7.0,69.0,-103.0,82.0,-6.01,19.97,8.34,7.28,11.92,696.86,303.0,57.75,3880.0,4.51,0.0,0.0,0.0,39812863.0
젬백스(2022/12),758.0,-39.0,-39.0,-196.0,-196.0,-196.0,,1511.0,168.0,1344.0,1344.0,,199.0,-30.0,65.0,-60.0,91.0,-120.0,74.0,-5.21,-25.86,-13.6,-12.12,12.5,602.83,-492.0,,3420.0,3.46,0.0,0.0,0.0,39857956.0
젬백스(2023/12),722.0,-79.0,-79.0,-273.0,-272.0,-272.0,,1352.0,271.0,1080.0,1080.0,,200.0,36.0,-105.0,77.0,85.0,-49.0,145.0,-10.9,-37.64,-22.43,-18.98,25.12,468.99,-681.0,,2740.0,4.85,0.0,0.0,0.0,39994174.0
젬백스(2024/12),627.0,-383.0,-383.0,-878.0,-872.0,-872.0,,1507.0,1217.0,290.0,290.0,,200.0,-284.0,-500.0,654.0,35.0,-319.0,770.0,-61.15,-139.12,-127.3,-61.01,419.71,44.02,-2181.0,,731.0,20.25,,,,39994174.0
젬백스(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
젬백스(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
젬백스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한미반도체(2020/12),2574.0,666.0,666.0,656.0,501.0,501.0,,3270.0,699.0,2571.0,2571.0,,127.0,375.0,117.0,-151.0,74.0,300.0,3.0,25.9,19.48,21.03,17.16,27.18,2069.18,482.0,18.76,2614.0,3.46,200.0,2.21,39.24,103003002.0
한미반도체(2021/12),3732.0,1224.0,1224.0,1363.0,1044.0,1044.0,,4293.0,825.0,3468.0,3468.0,,127.0,523.0,-650.0,-199.0,253.0,270.0,6.0,32.8,27.99,34.59,27.62,23.78,2622.89,1048.0,18.06,3506.0,5.4,300.0,1.59,28.41,98919754.0
한미반도체(2022/12),3276.0,1119.0,1119.0,1278.0,923.0,923.0,,4554.0,653.0,3901.0,3901.0,,127.0,1095.0,-181.0,-508.0,91.0,1004.0,22.0,34.15,28.16,25.04,20.86,16.75,2958.28,934.0,12.31,4008.0,2.87,200.0,1.74,21.1,97339302.0
한미반도체(2023/12),1590.0,346.0,346.0,3453.0,2672.0,2672.0,,7238.0,1519.0,5719.0,5719.0,,127.0,450.0,846.0,-436.0,275.0,175.0,11.0,21.74,168.02,55.54,45.31,26.57,4628.91,2745.0,22.48,5907.0,10.45,420.0,0.68,15.17,97339302.0
한미반도체(2024/12),5589.0,2554.0,2554.0,1984.0,1526.0,1526.0,,7109.0,1700.0,5409.0,5409.0,,127.0,1414.0,94.0,-2317.0,535.0,878.0,29.0,45.69,27.3,27.43,21.27,31.43,5240.72,1573.0,52.46,5698.0,14.48,720.0,0.87,44.75,96614259.0
한미반도체(2025/12)(예측),8937.0,4342.0,,5035.0,3833.0,3833.0,,11193.0,2026.0,9167.0,9167.0,,129.0,3219.0,-269.0,-402.0,267.0,3055.0,,48.59,42.88,52.59,41.88,22.1,,3967.0,16.51,9664.0,6.78,480.0,0.73,12.1,
한미반도체(2026/12)(예측),12943.0,6177.0,,6926.0,5347.0,5347.0,,16505.0,2452.0,14053.0,14053.0,,129.0,4708.0,-227.0,-458.0,240.0,4190.0,,47.73,41.32,46.06,38.61,17.45,,5535.0,11.83,14815.0,4.42,530.0,0.81,9.58,
한미반도체(2027/12)(예측),13230.0,6790.0,,,,,,,,,,,,,,,420.0,,,51.32,,,,,,,,,,,,,
삼성전자(2020/12),2368070.0,359939.0,359939.0,363451.0,264078.0,260908.0,3170.0,3782357.0,1022877.0,2759480.0,2676703.0,82777.0,8975.0,652870.0,-536286.0,-83278.0,375920.0,276950.0,202174.0,15.2,11.15,9.98,7.23,37.07,30692.79,3841.0,21.09,39406.0,2.06,2994.0,3.7,77.95,5969782550.0
